363, 972, 298
-430, 1974, -589
386, 1990, 1682
655, 1237, 1998
429, 960, 1998
-259, 1343, 1998
-314, 1058, 1998
56, 518, 1998
-,-,-
208, -165, -1997
204, -108, -1997
9, 209, -1997
-97, 1016, -1997
628, 1942, -1996
1423, 1991, 330
1545, 955, 1998
417, 1260, 768
41, 1997, 193
41, 1997, 193
567, 1997, 1924
927, 1237, 1998
329, 1019, 1998
-126, 1385, 1998
89, 968, 1998
266, 645, 1998
-,-,-
-75, -156, -1997
47, 50, -1997
65, 494, -1997
575, 1000, -1698
700, 1524, -873
880, 1728, 684
806, 1193, 1998
461, 1218, 1665
216, 1600, 1640
29, 1714, 1998
29, 1714, 1998
464, 1381, 1998
769, 805, 1998
415, 828, 1998
248, 825, 1998
172, 697, 1998
-,-,-
126, -277, -1997
259, -203, -1997
205, 120, -1997
-10, 826, -1997
-10, 826, -1997
564, 1554, -1481
896, 1764, -115
1128, 1402, 1436
630, 1647, 1105
580, 1875, 1938
695, 1791, 1998
486, 1321, 1998
-129, 1019, 1998
-31, 976, 1998
229, 877, 1998
322, 678, 1998
135, 685, 1996
-,-,-
106, -150, -1997
96, 17, -1997
78, 541, -1997
78, 541, -1997
220, 1418, -1997
949, 1993, -1253
1662, 1913, 937
1103, 1424, 1918
380, 1796, 1084
162, 1997, 1661
316, 1835, 1998
405, 1184, 1998
175, 1018, 1998
-,-,-
11, -354, -1989
124, -340, -1993
106, -257, -1997
254, 53, -1997
394, 512, -1767
691, 990, -824
1086, 1008, 705
962, 877, 1522
962, 877, 1522
308, 1048, 1557
-35, 1471, 1137
67, 1727, 1436
536, 1430, 1998
552, 961, 1998
315, 996, 1998
-,-,-
-206, -68, -1997
-49, 27, -1997
-202, 405, -1997
118, 1186, -1997
853, 1888, -1163
1157, 1622, 1166
1001, 1161, 1591
415, 1258, 1487
420, 1562, 1632
705, 1536, 1983
705, 1536, 1983
536, 1029, 1998
218, 743, 1998
16, 836, 1998
248, 739, 1998
510, 516, 1998
539, 473, 1998
-,-,-
-424, -123, -1997
-278, 167, -1997
-86, 752, -1997
-86, 752, -1997
722, 1606, -1545
1269, 1453, 830
1160, 776, 1784
657, 1091, 331
106, 1879, 763
510, 1578, 1998
929, 935, 1998
574, 925, 1998
226, 931, 1998
226, 931, 1998
53, 909, 1998
325, 620, 1998
541, 581, 1998
444, 720, 1998
380, 658, 1998
-,-,-
-82, 148, -1995
108, 421, -1996
440, 991, -1839
1144, 1338, -290
1298, 1281, 245
1134, 1629, 536
1004, 1427, 1753
155, 1353, 1918
-55, 1467, 1952
250, 1581, 1966
250, 1581, 1966
790, 1151, 1998
697, 783, 1998
234, 786, 1998
-85, 955, 1998
17, 833, 1998
342, 538, 1998
-,-,-
-136, -74, -1997
-33, 103, -1985
101, 500, -1997
632, 987, -1943
975, 1545, -1162
1298, 1694, 728
1380, 1141, 1812
806, 1258, 1042
-33, 1764, 1056
222, 1997, 1192
954, 1832, 1893
791, 1148, 1998
791, 1148, 1998
239, 1351, 1998
10, 1510, 1998
56, 1116, 1998
123, 817, 1998
294, 737, 1998
310, 801, 1998
307, 1072, 1998
-,-,-
-98, 288, -1997
100, 410, -1997
314, 821, -1997
842, 1740, -1997
1483, 1997, -661
1488, 1846, 1493
1153, 1196, 1504
707, 1716, 628
555, 1990, 1734
624, 1585, 1998
335, 1229, 1998
335, 1229, 1998
-331, 1234, 1998
-224, 1110, 1998
277, 697, 1998
390, 474, 1998
262, 518, 1998
80, 662, 1867
-,-,-
-308, 897, -1997
655, 1907, -1870
1500, 1977, 127
1499, 1332, 1894
759, 1213, 1171
319, 1935, 125
